UNIPROT ID,Protein Name,Docking Rank,Docking Affinity,Gene Rank,Gene P-Value Significance,Fold Change
Q6P6L0,,5498,30.54,0.166362538,0.665750938,1.062917714
Q6P6L0,,5498,30.54,0.166362538,0.166362538,0.820428173
Q6P6L0,,6335,28.42,0.166362538,0.665750938,1.062917714
Q6P6L0,,6335,28.42,0.166362538,0.166362538,0.820428173
Q9WTJ4,zf-C2H2,1076,39.72,0.792756123,0.792756123,1.025832568
Q9WTJ4,zf-C2H2,2428,36.24,0.792756123,0.792756123,1.025832568
Q9WTJ4,zf-C2H2,3033,35.14,0.792756123,0.792756123,1.025832568
Q6P9Q6,,5219,31.14,0.943624,0.943624,0.994843598
Q62446,,2567,35.97,0.549616656,0.549616656,1.04460058
P30416,,4169,33.1,0.747453266,0.747453266,1.026182152
P30416,,6366,28.32,0.747453266,0.747453266,1.026182152
Q64378,,991,39.99,0.737498603,0.737498603,1.065225585
Q64378,,4661,32.19,0.737498603,0.737498603,1.065225585
O54998,,1723,37.77,0.84784734,0.84784734,1.042388267
O35465,,4829,31.89,0.625500167,0.625500167,0.960280706
Q8QZS3,,9,53.45,0.195357959,0.195357959,0.899712805
Q8QZS3,,1871,37.44,0.195357959,0.195357959,0.899712805
Q8QZS3,,2595,35.93,0.195357959,0.195357959,0.899712805
P16092,,2102,36.93,,0.2788305,1.084692761
P16092,,2102,36.93,,,
P16092,,2808,35.53,,0.2788305,1.084692761
P16092,,2808,35.53,,,
P16092,,2917,35.33,,0.2788305,1.084692761
P16092,,2917,35.33,,,
Q2VIS4,,2816,35.51,,,
Q9JJ28,ETS,809,41.02,0.694590904,0.694590904,0.942570818
Q9JJ28,ETS,809,41.02,0.694590904,0.449396631,0.943592472
Q9JJ28,,809,41.02,0.449396631,0.694590904,0.942570818
Q9JJ28,,809,41.02,0.449396631,0.449396631,0.943592472
Q8BTM8,,772,41.25,0.565676251,0.565676251,0.924699204
Q8BTM8,,2697,35.74,0.565676251,0.565676251,0.924699204
Q80X90,,1025,39.89,0.221387427,0.221387427,0.900181547
Q80X90,,6325,28.45,0.221387427,0.221387427,0.900181547
Q8VHX6,,650,41.9,0.387749943,0.387749943,0.772789824
Q8VHX6,,2647,35.83,0.387749943,0.387749943,0.772789824
P35969,,242,45.13,0.560343728,0.560343728,0.955438723
P35969,,815,41,0.560343728,0.560343728,0.955438723
Q8CI03,,115,47.19,0.755463924,0.755463924,1.020174914
Q8CI03,,391,43.81,0.755463924,0.755463924,1.020174914
Q8CI03,,3924,33.54,0.755463924,0.755463924,1.020174914
Q8CI03,,6515,27.85,0.755463924,0.755463924,1.020174914
Q05860,,144,46.66,0.633298336,0.633298336,1.045981787
Q05860,,151,46.46,0.633298336,0.633298336,1.045981787
Q05860,,1590,38.13,0.633298336,0.633298336,1.045981787
Q05860,,1800,37.61,0.633298336,0.633298336,1.045981787
Q05860,,1882,37.42,0.633298336,0.633298336,1.045981787
Q05860,,2575,35.96,0.633298336,0.633298336,1.045981787
Q05860,,3555,34.15,0.633298336,0.633298336,1.045981787
Q05860,,4282,32.89,0.633298336,0.633298336,1.045981787
Q05860,,4446,32.61,0.633298336,0.633298336,1.045981787
Q9JL26,,1632,38.02,0.275290839,0.275290839,1.105116879
Q9JL26,,2414,36.26,0.275290839,0.275290839,1.105116879
Q9JL26,,2665,35.8,0.275290839,0.275290839,1.105116879
Q9JL26,,5349,30.83,0.275290839,0.275290839,1.105116879
Q9JL26,,7227,22.97,0.275290839,0.275290839,1.105116879
A2APV2,,664,41.81,0.921632572,0.921632572,1.012039396
Q6ZPF4,,930,40.22,0.21162332,0.21162332,0.891412804
Q6ZPF4,,1167,39.43,0.21162332,0.21162332,0.891412804
P35922,,3078,35.06,0.249973927,0.249973927,1.094499003
P35922,,4512,32.48,0.249973927,0.249973927,1.094499003
P11276,,6156,28.91,0.544247313,0.544247313,0.954891252
Q8K012,,3242,34.75,0.78603334,0.78603334,0.978712074
Q8K012,,3242,34.75,0.78603334,0.475494059,1.062119387
Q80TY0,,686,41.69,0.78603334,0.78603334,0.978712074
Q80TY0,,4205,33.03,0.78603334,0.78603334,0.978712074
Q80TY0,,6686,27.1,0.78603334,0.78603334,0.978712074
Q8K012,,3242,34.75,0.475494059,0.78603334,0.978712074
Q8K012,,3242,34.75,0.475494059,0.475494059,1.062119387
Q6ZQ03,,3760,33.8,0.714040705,0.714040705,0.972997132
A2AP83,,595,42.26,,0.52906881,1.165239211
A2AP83,,595,42.26,,,
A2AP83,,5686,30.15,,0.52906881,1.165239211
A2AP83,,5686,30.15,,,
Q8BX90,,7246,22.65,0.537866489,0.537866489,1.053608236
Q8BX90,,7246,22.65,0.537866489,1,1.150763644
Q6DFV6,,440,43.37,0.513019276,0.513019276,0.544096431
Q6DFV6,,940,40.17,0.513019276,0.513019276,0.544096431
Q6DFV6,,3610,34.06,0.513019276,0.513019276,0.544096431
Q3TR08,,1998,37.19,0.889245542,0.889245542,0.987898739
Q3TR08,,2821,35.5,0.889245542,0.889245542,0.987898739
Q61239,,4836,31.87,0.300285158,0.300285158,0.919536986
P01101,TF_bZIP,3214,34.8,0.98761463,0.98761463,1.008317596
P13346,TF_bZIP,4407,32.67,0.119871657,0.119871657,1.195280785
P13346,TF_bZIP,5755,29.95,0.119871657,0.119871657,1.195280785
P48755,TF_bZIP,2127,36.89,0.492894333,0.492894333,0.799236034
P48755,TF_bZIP,5024,31.49,0.492894333,0.492894333,0.799236034
P47930,TF_bZIP,5489,30.55,0.351322344,0.351322344,1.123832236
P47930,TF_bZIP,5806,29.83,0.351322344,0.351322344,1.123832236
P35582,Fork head,7173,23.73,0.445966046,0.445966046,1.303660237
P35582,Fork head,7173,23.73,0.445966046,0.570720063,1.052782238
P35582,Fork head,7173,23.73,0.445966046,1,1.150763644
P35584,Fork head,6917,25.82,0.996228049,0.996228049,0
P35584,Fork head,6917,25.82,0.996228049,0.570720063,1.052782238
Q64733,Fork head,6249,28.69,0.910110158,0.910110158,1.120264572
Q61572,Fork head,3944,33.5,0.819029973,0.819029973,0.974593263
O35392,Fork head,2283,36.56,0.959894248,0.959894248,0.947884312
Q61060,,128,46.93,,,
Q8R2I0,Fork head,1954,37.27,0.996228049,0.996228049,0
Q9QY14,Fork head,549,42.57,,,
Q9QY14,Fork head,554,42.53,,,
Q61080,Fork head,227,45.27,0.992700947,0.992700947,1.012065032
Q61080,Fork head,227,45.27,0.992700947,1,1.150763644
O54743,Fork head,2434,36.22,0.265650055,0.265650055,0.85953343
Q60987,Fork head,2688,35.75,0.276805385,0.276805385,1.088609565
O88621,Fork head,5013,31.51,0.784532856,0.784532856,0.80701965
Q922I5,Fork head,1180,39.39,0.309429339,0.309429339,3.402740075
Q3I5G5,Fork head,6120,28.99,0.845951812,0.845951812,0.590045705
E0CZH3,Fork head,5476,30.59,0.996228159,0.996228159,0
Q61660,Fork head,7303,21.31,0.665251701,0.665251701,1.04137418
Q9ES18,Fork head,1057,39.79,0.83052324,0.83052324,1.018079666
Q9ES18,Fork head,2425,36.24,0.83052324,0.83052324,1.018079666
Q8BUR3,Fork head,3628,34.03,0.692435772,0.692435772,1.033070596
Q8BUR3,Fork head,5813,29.81,0.692435772,0.692435772,1.033070596
Q3UCQ1,Fork head,283,44.72,0.430791701,0.430791701,1.062669623
Q3UCQ1,Fork head,1519,38.32,0.430791701,0.430791701,1.062669623
Q3UCQ1,Fork head,2064,37.03,0.430791701,0.430791701,1.062669623
Q64731,Fork head,3105,34.99,0.427978536,0.427978536,5.833071113
O88470,Fork head,2315,36.49,0.282394987,0.282394987,0.627852764
O08696,Fork head,618,42.12,0.602656969,0.602656969,0.888769076
O08696,Fork head,5889,29.63,0.602656969,0.602656969,0.888769076
O08696,Fork head,7305,21.29,0.602656969,0.602656969,0.888769076
Q499D0,Fork head,372,43.94,0.879214706,0.879214706,1.013861858
Q9R1E0,Fork head,4873,31.81,0.560009085,0.560009085,1.050743693
Q9R1E0,Fork head,4873,31.81,0.560009085,1,1.150763644
Q9R1E0,Fork head,5101,31.35,0.560009085,0.560009085,1.050743693
Q9R1E0,Fork head,5101,31.35,0.560009085,1,1.150763644
Q9WVH4,Fork head,3921,33.54,0.490683427,0.490683427,1.052661546
Q9WVH4,Fork head,3921,33.54,0.490683427,1,1.150763644
Q9WVH4,Fork head,5971,29.41,0.490683427,0.490683427,1.052661546
Q9WVH4,Fork head,5971,29.41,0.490683427,1,1.150763644
Q9WVH3,Fork head,2705,35.72,0.665159074,0.665159074,0.948653877
Q70KY4,Fork head,4741,32.05,0.279431375,0.279431375,1.172491517
Q70KY4,Fork head,7288,21.67,0.279431375,0.279431375,1.172491517
P58462,Fork head,553,42.54,0.204808341,0.204808341,1.104204624
P58462,Fork head,1306,38.94,0.204808341,0.204808341,1.104204624
P58462,Fork head,1502,38.39,0.204808341,0.204808341,1.104204624
P58462,Fork head,5569,30.4,0.204808341,0.204808341,1.104204624
P58463,Fork head,6018,29.28,0.739850088,0.739850088,1.031046782
Q9DBY0,,6448,28.11,0.818358446,0.818358446,1.017050916
Q9DBY0,,7323,20.87,0.818358446,0.818358446,1.017050916
O70220,Fork head,995,39.97,0.587564633,0.587564633,1.083549958
O70220,Fork head,6729,26.92,0.587564633,0.587564633,1.083549958
Q61574,Fork head,1286,39,0.359126824,0.359126824,0.682185473
P33766,,5018,31.5,0.78858141,0.78858141,1.469688393
O88536,,2111,36.92,0.965202544,0.965202544,1.070322128
P70339,,2248,36.62,0.704397096,0.704397096,1.043987147
Q8K025,,6791,26.55,0.721617244,0.721617244,0.946304237
Q684R7,,7117,24.31,0.821150897,0.821150897,1.030728877
P97376,,7079,24.71,0.727318997,0.727318997,1.038446618
Q3UFK8,,5963,29.44,0.068623395,0.068623395,0.803181936
Q3UFK8,,7164,23.82,0.068623395,0.068623395,0.803181936
Q8C180,,1282,39.02,0.791484968,0.791484968,1.022394842
Q8C180,,1282,39.02,0.791484968,1,1.150763644
Q91WJ0,,5381,30.77,0.791484968,0.791484968,1.022394842
Q91WJ0,,5381,30.77,0.791484968,0.463348651,1.070645963
Q91WJ0,,5381,30.77,0.463348651,0.791484968,1.022394842
Q91WJ0,,5381,30.77,0.463348651,0.463348651,1.070645963
P97401,,6354,28.35,0.601301072,0.601301072,0.863270918
A1EGX6,,493,42.95,,,
Q8BYN5,,3773,33.78,0.897235445,0.897235445,0.986587632
Q8BYN5,,3773,33.78,0.897235445,0.291804513,1.092104589
Q8BYN5,,4146,33.14,0.897235445,0.897235445,0.986587632
Q8BYN5,,4146,33.14,0.897235445,0.291804513,1.092104589
Q7TPM6,,1285,39,0.897235445,0.897235445,0.986587632
Q8BYN5,,3773,33.78,0.291804513,0.897235445,0.986587632
Q8BYN5,,3773,33.78,0.291804513,0.291804513,1.092104589
Q8BYN5,,4146,33.14,0.291804513,0.897235445,0.986587632
Q8BYN5,,4146,33.14,0.291804513,0.291804513,1.092104589
Q9D3V5,,1709,37.81,0.983877508,0.983877508,1.015568299
A2ARZ3,,4144,33.14,,,
A2ARZ3,,5893,29.63,,,
P47931,,2396,36.31,0.203300591,0.203300591,1.24885713
Q91WJ8,,7128,24.2,0.426927837,0.426927837,1.066931189
P23188,,5800,29.85,0.541890865,0.541890865,1.072164167
Q9R123,,231,45.2,0.894620034,0.894620034,0.992895206
Q9R123,,231,45.2,0.894620034,0.100175124,0.850335572
Q9R123,,3452,34.35,0.894620034,0.894620034,0.992895206
Q9R123,,3452,34.35,0.894620034,0.100175124,0.850335572
P56959,,426,43.56,0.894620034,0.894620034,0.992895206
P56959,,833,40.84,0.894620034,0.894620034,0.992895206
Q9Z239,,1257,39.13,0.979088574,0.979088574,0.994312747
Q04646,,5140,31.29,0.147863014,0.147863014,1.343676427
Q61835,,3474,34.31,0.034266541,0.034266541,2.763553559
P97808,,3668,33.96,0.071829423,0.071829423,0.771296932
P59648,,1039,39.86,0.513810456,0.513810456,0.884711437
O35601,,1233,39.19,0.321709187,0.321709187,0.851875834
O35601,,3233,34.77,0.321709187,0.321709187,0.851875834
Q8VDC1,,6615,27.38,0.743164224,0.743164224,0.973536789
O70421,,7244,22.69,0.461250093,0.461250093,1.07144662
Q8BKG4,,6969,25.5,0.725466575,0.725466575,0.883843261
Q9JIP6,,717,41.49,0.725466575,0.725466575,0.883843261
Q9JIP6,,717,41.49,0.725466575,0.598302817,1.074779301
Q9JIP6,,717,41.49,0.598302817,0.725466575,0.883843261
Q9JIP6,,717,41.49,0.598302817,0.598302817,1.074779301
Q9EQD0,,971,40.08,0.172721174,0.172721174,0.822232515
Q61091,,7030,25.1,0.29567579,0.29567579,0.878420787
Q9R1K5,,150,46.54,0.95866934,0.95866934,0.993977074
Q9R1K5,,632,42.04,0.95866934,0.95866934,0.993977074
Q9R1K5,,916,40.25,0.95866934,0.95866934,0.993977074
Q9R1K5,,4439,32.62,0.95866934,0.95866934,0.993977074
P97855,,5153,31.26,0.766088066,0.766088066,0.981123857
P97379,,860,40.65,0.69315126,0.69315126,1.027529217
Q9WV18,,5671,30.19,0.725831392,0.725831392,1.02669983
Q00422,ETS,4875,31.81,0.502743253,0.502743253,0.945387882
Q00422,ETS,4875,31.81,0.502743253,1,1.150763644
P26048,,289,44.68,0.688155565,0.688155565,1.044706482
P26049,,7255,22.43,0.619825927,0.619825927,1.03822356
Q9D6F4,,5384,30.76,0.999633483,0.999633483,0.992573732
Q8BHJ7,,1406,38.65,0.631161649,0.631161649,1.062137385
Q9CR59,,2346,36.43,0.969604614,0.969604614,1.007247077
Q9CR59,,2346,36.43,0.969604614,,
Q9CR59,,4594,32.32,0.969604614,0.969604614,1.007247077
Q9CR59,,4594,32.32,0.969604614,,
Q99KY4,,2491,36.12,0.939816649,0.939816649,0.994414978
Q99KY4,,6007,29.31,0.939816649,0.939816649,0.994414978
P70419,,3372,34.49,0.441463331,0.441463331,1.207956444
Q766D5,,344,44.23,0.585923546,0.51500714,1.052901472
Q766D5,,344,44.23,0.585923546,0.585923546,0.940415724
Q766D5,,6028,29.25,0.585923546,0.51500714,1.052901472
Q766D5,,6028,29.25,0.585923546,0.585923546,0.940415724
Q766D5,,6132,28.95,0.585923546,0.51500714,1.052901472
Q766D5,,6132,28.95,0.585923546,0.585923546,0.940415724
Q8C102,,2129,36.89,0.071711176,0.071711176,7.877674779
Q80VA0,,7228,22.95,0.265734514,0.265734514,0.905406715
P56479,,4716,32.09,0.816880851,0.816880851,0.918802529
Q91YY2,,63,48.74,0.598878731,0.430250657,0.93617201
Q91YY2,,63,48.74,0.598878731,0.598878731,0.957688397
Q9Z2Y2,,2011,37.16,0.598878731,0.987381077,0.996983339
Q9Z2Y2,,2011,37.16,0.598878731,0.598878731,0.957688397
Q03249,,3693,33.91,0.598878731,0.598878731,0.957688397
P15535,,3044,35.12,0.598878731,0.962385114,0.998133542
P15535,,3044,35.12,0.598878731,0.598878731,0.957688397
Q8R087,,3126,34.95,0.598878731,0.900509591,1.011644017
Q8R087,,3126,34.95,0.598878731,0.598878731,0.957688397
Q8BHN3,,3094,35.02,0.559535896,0.559535896,0.955842122
Q8BHN3,,3308,34.62,0.559535896,0.559535896,0.955842122
Q8BVW0,,742,41.38,0.790398982,0.790398982,0.970235299
P06837,,7018,25.21,0.457517477,0.457517477,0.927233707
Q64467,,2268,36.58,0.072327102,0.072327102,0.246888546
Q6PAR5,,5270,31.01,0.894649359,0.894649359,1.011054876
Q9CY66,,3217,34.8,0.356947293,0.356947293,1.096549263
Q9CY66,,6234,28.72,0.356947293,0.356947293,1.096549263
Q3UWW6,,7316,21,0.543405598,0.543405598,0.930889728
Q3UWW6,,7316,21,0.543405598,0.969634456,1.014397512
P11862,,5583,30.37,0.543405598,0.543405598,0.930889728
Q5SSG4,,2418,36.26,0.543405598,0.543405598,0.930889728
Q5SSG4,,2418,36.26,0.543405598,0.973789306,0.97015177
Q5SSG4,,2418,36.26,0.973789306,0.543405598,0.930889728
Q5SSG4,,2418,36.26,0.973789306,0.973789306,0.97015177
Q3UWW6,,7316,21,0.969634456,0.543405598,0.930889728
Q3UWW6,,7316,21,0.969634456,0.969634456,1.014397512
Q60780,,38,49.92,0.729508428,0.729508428,1.030400594
Q60780,,2749,35.65,0.729508428,0.729508428,1.030400594
P17679,zf-GATA,396,43.77,,,
Q08369,zf-GATA,1515,38.34,0.9962281,0.9962281,0
P97489,zf-GATA,1384,38.7,,,
Q61169,zf-GATA,380,43.87,0.801759501,0.801759501,0.844366601
Q61169,zf-GATA,522,42.77,0.801759501,0.801759501,0.844366601
Q61169,zf-GATA,2691,35.74,0.801759501,0.801759501,0.844366601
Q8CHY6,,6253,28.67,0.673561941,0.673561941,0.97086691
Q8CHY6,,6253,28.67,0.673561941,1,1.150763644
Q99JT1,,4414,32.66,0.812875501,0.812875501,0.974519818
Q69ZF3,,4340,32.78,0.326611384,0.326611384,0.92435892
Q69ZF3,,4340,32.78,0.326611384,0.619920969,0.961126943
Q69ZF3,,4340,32.78,0.619920969,0.326611384,0.92435892
Q69ZF3,,4340,32.78,0.619920969,0.619920969,0.961126943
P82976,Homeobox,644,41.92,0.788609515,0.788609515,0.854160276
P48031,Homeobox,474,43.06,0.439022463,0.439022463,0.833179908
Q9D4H2,,5141,31.28,0.903474337,0.903474337,1.016016358
Q9D4H2,,6543,27.71,0.903474337,0.903474337,1.016016358
Q8BKT3,,4466,32.56,0.652529934,0.652529934,0.94992848
O09102,GCM,202,45.7,0.305479082,0.305479082,0.407096736
O09102,GCM,7307,21.22,0.305479082,0.305479082,0.407096736
Q3V3K7,,1243,39.16,0.765378377,0.765378377,0
Q3V3K7,,5883,29.64,0.765378377,0.765378377,0
Q3V3K7,,6201,28.79,0.765378377,0.765378377,0
P43027,,576,42.38,0.337673725,0.337673725,1.458194376
P43028,,225,45.31,0.755169341,0.755169341,0.58989182
P43028,,2300,36.53,0.755169341,0.755169341,0.58989182
Q9CR59,,2346,36.43,,0.969604614,1.007247077
Q9CR59,,2346,36.43,,,
Q9CR59,,4594,32.32,,0.969604614,1.007247077
Q9CR59,,4594,32.32,,,
P28229,,6503,27.91,0.656916465,0.656916465,0.927441895
P28229,,7234,22.85,0.656916465,0.656916465,0.927441895
Q8BQU6,,7433,12.08,0.322719135,0.322719135,0.893630925
F8VPZ9,,4823,31.9,0.930011854,0.930011854,0.993447446
B2RWR6,,300,44.59,,,
B2RWR6,,300,44.59,,1,1.150763644
K7N708,,6562,27.57,,,
Q5EBJ2,,1067,39.75,1,1,Inf
D3YXI8,,1055,39.81,,,
F2Z3W5,,4956,31.64,,,
F2Z478,,4640,32.23,,,
Q00LT2,,749,41.36,0.726538337,0.726538337,0.92638974
A2AMD0,,4212,33.02,,,
Q3UPL5,,330,44.34,0.256798429,0.256798429,1.183169576
Q3UPL5,,424,43.59,0.256798429,0.256798429,1.183169576
E9Q9W0,,1253,39.14,0.827713776,0.827713776,1.074060787
B1AZM2,,485,43.02,,,
B1AZM2,,676,41.75,,,
B1AVZ5,,1308,38.94,,,
L7N231,,7184,23.63,,,
E9Q637,,4751,32.03,0.828826093,0.828826093,0.80362997
E9Q637,,6096,29.07,0.828826093,0.828826093,0.80362997
Q3TRG0,,6684,27.11,0.845556955,0.845556955,0.871700253
E9QAN3,,7151,23.91,0.584100022,0.584100022,Inf
O70517,,526,42.74,,,
Q8C646,,4304,32.85,0.716616024,0.716616024,1.351619698
Q8C646,,6697,27.05,0.716616024,0.716616024,1.351619698
E9PWJ8,,2509,36.08,,,
J3QK27,,358,44.08,,,
L7N2A3,,6901,25.97,1,1,0.917656975
E9Q058,,5521,30.49,0.732687366,0.732687366,0.716780311
K7N721,,1509,38.37,0.772880511,0.772880511,0.896040388
Q60990,,221,45.35,,,
Q9D506,,386,43.84,,,
Q9D506,,4155,33.12,,,
J3QMS8,,1205,39.29,,,
J3QMS8,,3825,33.67,,,
J3QMS8,,6870,26.16,,,
F6S692,,3150,34.92,,,
K7N751,,4534,32.43,0.868912661,0.868912661,1.042818656
K9J7E2,,5218,31.15,,,
E9PZY4,,5707,30.09,,,
L7N2C4,,6454,28.09,,,
B1AXB9,,4302,32.85,0.313337423,0.313337423,0
Q3ULJ8,,1354,38.78,0.427953564,0.427953564,5.83395275
L7MU04,,4163,33.11,,,
Q91VN2,,513,42.82,0.42260292,0.42260292,0.842937685
Q91VN2,,6795,26.52,0.42260292,0.42260292,0.842937685
E9Q7M8,,6450,28.11,0.920219033,0.920219033,1.060641563
Q497L3,,5744,29.97,,,
L7MUF1,,924,40.23,,,
L7N481,,5420,30.69,0.773705717,0.773705717,Inf
L7N481,,5728,30.01,0.773705717,0.773705717,Inf
J3QNG1,,2695,35.74,0.328732438,0.328732438,4.282490157
J3QNG1,,6738,26.88,0.328732438,0.328732438,4.282490157
J3QQ10,,1499,38.4,0.776320583,0.776320583,Inf
A0AUV4,,2082,36.99,0.398485973,0.398485973,3.058072344
Q2Q5T5,,3758,33.8,0.993176091,0.993176091,0.50620357
J3QNH8,,4291,32.87,0.709204634,0.709204634,0.954292611
L7N2E3,,6273,28.58,0.775039804,0.775039804,Inf
K7N6U8,,4469,32.55,0.775082971,0.775082971,Inf
L7N2B0,,5180,31.2,0.761984881,0.761984881,0
L7N2E2,,6281,28.56,0.773929129,0.773929129,Inf
Q3UKW5,,6653,27.21,,,
Q3UKW5,,7073,24.77,,,
B9EJX3,,5957,29.45,0.577285835,0.577285835,0
A2AI92,,2852,35.44,,,
A2AJA9,,2880,35.39,0.967064161,0.967064161,0.98932209
A2AJA9,,4041,33.34,0.967064161,0.967064161,0.98932209
O88513,,7157,23.84,0.667947585,0.667947585,0.932169608
P61953,,1608,38.08,0.102064867,0.102064867,0.82660872
Q99LH1,,1278,39.04,0.904215155,0.904215155,0.991597016
Q99LH1,,4320,32.82,0.904215155,0.904215155,0.991597016
Q3V2G9,,4458,32.57,0.986231669,0.986231669,1.001852169
Q3V2G9,,6361,28.34,0.986231669,0.986231669,1.001852169
Q99LD4,,5440,30.65,0.878057875,0.878057875,0.987533806
Q80TI0,,4025,33.37,0.726217661,0.726217661,1.023674103
Q80TI0,,4224,33.01,0.726217661,0.726217661,1.023674103
Q80TI0,,5255,31.06,0.726217661,0.726217661,1.023674103
Q8CI52,,6269,28.62,0.680056407,0.680056407,0.918174359
A2AIR5,,7340,20.25,0.83669723,0.83669723,0.982573261
A2AIR5,,7340,20.25,0.83669723,1,1.150763644
Q61026,,3570,34.12,0.459201048,0.459201048,1.068510985
Q61026,,3570,34.12,0.459201048,0.653943371,1.035106336
Q61026,,3570,34.12,0.459201048,0.933677755,1.003147847
P08113,,5788,29.88,0.111939743,0.111939743,1.363120013
P08113,,5788,29.88,0.111939743,0.471795524,0.95016274
P08113,,5880,29.65,0.111939743,0.111939743,1.363120013
P08113,,5880,29.65,0.111939743,0.471795524,0.95016274
P20029,,5450,30.63,0.111939743,0.111939743,1.363120013
P20029,,5450,30.63,0.111939743,0.649527409,0.960658947
Q80X91,,6396,28.25,0.961312828,0.961312828,0.99920204
Q80X91,,7110,24.42,0.961312828,0.961312828,0.99920204
Q8R050,,1821,37.57,0.553314212,0.999457701,1.002772841
Q8R050,,1821,37.57,0.553314212,0.553314212,1.048470584
Q8R050,,1821,37.57,0.553314212,1,1.150763644
Q149F3,,1725,37.77,0.89528943,0.999457701,1.002772841
Q149F3,,1725,37.77,0.89528943,0.89528943,0.986373487
Q8R4I4,,2334,36.45,0.212349617,0.212349617,1.117024538
Q8R4I4,,2334,36.45,0.212349617,0.775851538,1.131962539
Q8R4I4,,2334,36.45,0.212349617,1,1.150763644
Q8R4I4,,2334,36.45,0.775851538,0.212349617,1.117024538
Q8R4I4,,2334,36.45,0.775851538,0.775851538,1.131962539
Q8R4I4,,2334,36.45,0.775851538,1,1.150763644
Q9D902,,3671,33.96,0.696098425,0.696098425,0.958809381
Q3THK3,,2027,37.11,0.518398349,0.518398349,1.055959742
Q8VHT7,zf-C2H2,977,40.05,0.967554237,0.967554237,1.005683007
Q8VHT7,zf-C2H2,977,40.05,0.967554237,1,1.150763644
Q8BMQ2,,2038,37.09,0.742804587,0.742804587,1.028655869
Q8BMQ2,,3641,34.01,0.742804587,0.742804587,1.028655869
Q8R2T8,,7124,24.24,0.882292781,0.882292781,0.986956633
Q99ME9,,121,47.05,0.933545307,0.933545307,0.994919177
Q99ME9,,121,47.05,0.933545307,0.148161222,1.2322281
Q99ME9,,5616,30.29,0.933545307,0.933545307,0.994919177
Q99ME9,,5616,30.29,0.933545307,0.148161222,1.2322281
E9Q784,,2863,35.42,0.643557124,0.643557124,0.968320178
E9Q784,,2863,35.42,0.643557124,0.319706334,1.078712718
E9Q784,,4858,31.82,0.643557124,0.643557124,0.968320178
E9Q784,,4858,31.82,0.643557124,0.319706334,1.078712718
P10922,,7072,24.79,0.490526909,0.490526909,1.055526435
P10922,,7150,23.93,0.490526909,0.490526909,1.055526435
Q80ZM5,,853,40.68,0.392126376,0.760062388,0.79626476
Q80ZM5,,853,40.68,0.392126376,0.392126376,0.923454333
Q80ZM5,,3089,35.03,0.392126376,0.760062388,0.79626476
Q80ZM5,,3089,35.03,0.392126376,0.392126376,0.923454333
Q8HWB2,,2613,35.9,0.974150809,0.974150809,1.020368508
Q8HWB2,,2613,35.9,0.974150809,0.852595378,1.059959148
Q8HWB2,,2613,35.9,0.852595378,0.974150809,1.020368508
Q8HWB2,,2613,35.9,0.852595378,0.852595378,1.059959148
Q8R316,HMG,4343,32.78,0.307052106,0.307052106,0.911226687
Q8BJH1,,2166,36.79,0.676635919,0.676635919,0.868786801
Q8BJH1,,2166,36.79,0.676635919,0.30727677,1.083979394
Q8BJH1,,2166,36.79,0.676635919,1,1.150763644
Q8CCG1,,161,46.21,0.676635919,0.676635919,0.868786801
Q8CCG1,,161,46.21,0.676635919,0.676166075,0.941971427
Q8CCG1,,3363,34.52,0.676635919,0.676635919,0.868786801
Q8CCG1,,3363,34.52,0.676635919,0.676166075,0.941971427
Q8CCG1,,4419,32.65,0.676635919,0.676635919,0.868786801
Q8CCG1,,4419,32.65,0.676635919,0.676166075,0.941971427
P58307,,2872,35.4,0.367873421,0.367873421,1.159145079
Q8CHP0,,4730,32.07,0.611633793,0.611633793,0.842356317
Q8CHP0,,4730,32.07,0.611633793,0.220767342,1.138443824
Q8CHP0,,4730,32.07,0.611633793,0.576525437,1.073411246
Q8BZ20,,1670,37.95,0.611633793,0.611633793,0.842356317
Q8BZ20,,1670,37.95,0.611633793,0.488183653,0.914273429
Q8BL48,,4080,33.26,0.611633793,0.611633793,0.842356317
Q8BL48,,4080,33.26,0.611633793,0.877032591,1.017677991
Q8BL48,,4693,32.13,0.611633793,0.611633793,0.842356317
Q8BL48,,4693,32.13,0.611633793,0.877032591,1.017677991
Q9D114,,4920,31.72,0.755664188,0.755664188,1.031183144
Q2VPR5,,2656,35.81,0.993198842,0.993198842,0.468879702
Q8VDJ3,,2624,35.88,0.656295116,0.656295116,1.032847511
Q8VDJ3,,4241,32.97,0.656295116,0.656295116,1.032847511
Q7TQ32,,2632,35.85,0.76312216,0.76312216,0.962130845
Q7TQ32,,2632,35.85,0.76312216,0.062641674,0.571972192
Q7TQ32,,2632,35.85,0.062641674,0.76312216,0.962130845
Q7TQ32,,2632,35.85,0.062641674,0.062641674,0.571972192
Q03172,zf-C2H2,2379,36.34,0.302168173,0.302168173,1.080131318
Q03172,zf-C2H2,7107,24.48,0.302168173,0.302168173,1.080131318
Q3UHF7,zf-C2H2,6243,28.71,0.346727974,0.346727974,1.069117217
A2A884,zf-C2H2,3300,34.64,0.022894451,0.022894451,1.217339837
A2A884,zf-C2H2,3415,34.4,0.022894451,0.022894451,1.217339837
A2A884,zf-C2H2,7317,20.97,0.022894451,0.022894451,1.217339837
P63158,HMG,254,45,0.145817447,0.145817447,1.125002333
